t,success,mid,pmt,pg,sub_type,hr,bank,time
1,1,urbanclap,CARD,PAYTM,,2020-02-14 07,Indian Overseas Bank,2020021407
2,1,urbanclap,CARD,PAYTM,,2020-02-13 07,Indian Overseas Bank,2020021307
2,1,zivame,CARD,PAYU,,2020-02-13 10,Indian Overseas Bank,2020021310
1,1,zivame,CARD,HDFC,,2020-02-13 15,Indian Overseas Bank,2020021315
1,1,urbanclap,CARD,PAYTM,,2020-02-12 10,Indian Overseas Bank,2020021210
2,1,purplle.com,CARD,PAYTM,,2020-02-13 10,Indian Overseas Bank,2020021310
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 14,Indian Overseas Bank,2020021314
1,1,urbanclap,CARD,PAYTM,,2020-02-12 16,Indian Overseas Bank,2020021216
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 15,Indian Overseas Bank,2020021215
1,1,purplle.com,CARD,PAYTM,,2020-02-13 17,Indian Overseas Bank,2020021317
2,1,medlife_prod,CARD,TPSL,,2020-02-13 02,Indian Overseas Bank,2020021302
1,1,countrydelight,CARD,PAYU,,2020-02-13 12,Indian Overseas Bank,2020021312
1,1,medlife_prod,CARD,TPSL,,2020-02-12 02,Indian Overseas Bank,2020021202
2,1,zivame,CARD,HDFC,,2020-02-14 11,Indian Overseas Bank,2020021411
1,1,zivame,CARD,PAYU,,2020-02-13 15,Indian Overseas Bank,2020021315
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 17,Indian Overseas Bank,2020021317
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 09,Indian Overseas Bank,2020021409
2,1,medlife_prod,CARD,TPSL,,2020-02-13 08,Indian Overseas Bank,2020021308
2,0,drivezy,CARD,GOCASHFREE,,2020-02-13 17,Indian Overseas Bank,2020021317
1,0,medlife_prod,CARD,TPSL,,2020-02-13 16,Indian Overseas Bank,2020021316
1,1,purplle.com,CARD,PAYTM,,2020-02-12 11,Indian Overseas Bank,2020021211
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 05,Indian Overseas Bank,2020021205
1,1,zivame,CARD,PAYU,,2020-02-13 04,Indian Overseas Bank,2020021304
1,1,medlife_prod,CARD,TPSL,,2020-02-13 07,Indian Overseas Bank,2020021307
1,1,urbanclap,CARD,PAYTM,,2020-02-14 15,Indian Overseas Bank,2020021415
1,1,countrydelight,CARD,PAYU,,2020-02-12 09,Indian Overseas Bank,2020021209
1,1,medlife_prod,CARD,TPSL,,2020-02-14 08,Indian Overseas Bank,2020021408
1,0,fanfight,CARD,GOCASHFREE,,2020-02-14 13,Indian Overseas Bank,2020021413
2,2,zivame,CARD,HDFC,,2020-02-14 14,Indian Overseas Bank,2020021414
1,1,zivame,CARD,PAYU,,2020-02-14 17,Indian Overseas Bank,2020021417
4,3,fanfight,CARD,GOCASHFREE,,2020-02-14 11,Indian Overseas Bank,2020021411
1,0,zivame,CARD,FSS_ATM_PIN_V2,,2020-02-14 05,Indian Overseas Bank,2020021405
3,2,drivezy,CARD,GOCASHFREE,,2020-02-14 03,Indian Overseas Bank,2020021403
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 14,Indian Overseas Bank,2020021414
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 10,Indian Overseas Bank,2020021410
1,0,urbanclap,CARD,PAYTM,,2020-02-14 10,Indian Overseas Bank,2020021410
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 16,Indian Overseas Bank,2020021416
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 12,Indian Overseas Bank,2020021312
9,0,purplle.com,CARD,PAYTM,,2020-02-13 07,Indian Overseas Bank,2020021307
1,0,zivame,CARD,FSS_ATM_PIN_V2,,2020-02-13 07,Indian Overseas Bank,2020021307
1,1,countrydelight,CARD,PAYU,,2020-02-14 11,Indian Overseas Bank,2020021411
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 03,Indian Overseas Bank,2020021203
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 08,Indian Overseas Bank,2020021208
3,1,purplle.com,CARD,PAYTM,,2020-02-12 14,Indian Overseas Bank,2020021214
1,1,medlife_prod,CARD,TPSL,,2020-02-12 07,Indian Overseas Bank,2020021207
1,1,zivame,CARD,PAYU,,2020-02-12 10,Indian Overseas Bank,2020021210
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 01,Indian Overseas Bank,2020021201
5,5,fanfight,CARD,GOCASHFREE,,2020-02-12 15,Indian Overseas Bank,2020021215
2,2,purplle.com,CARD,PAYTM,,2020-02-12 15,Indian Overseas Bank,2020021215
3,1,purplle.com,CARD,PAYTM,,2020-02-14 07,Indian Overseas Bank,2020021407
1,1,medlife_prod,CARD,TPSL,,2020-02-14 04,Indian Overseas Bank,2020021404
1,0,purplle.com,CARD,PAYTM,,2020-02-14 19,Indian Overseas Bank,2020021419
3,2,purplle.com,CARD,PAYTM,,2020-02-13 12,Indian Overseas Bank,2020021312
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 09,Indian Overseas Bank,2020021309
2,2,fanfight,CARD,GOCASHFREE,,2020-02-12 02,Indian Overseas Bank,2020021202
3,2,purplle.com,CARD,PAYTM,,2020-02-12 04,Indian Overseas Bank,2020021204
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 10,Indian Overseas Bank,2020021210
1,1,urbanclap,CARD,PAYTM,,2020-02-12 20,Indian Overseas Bank,2020021220
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 10,Indian Overseas Bank,2020021310
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 15,Indian Overseas Bank,2020021315
1,1,countrydelight,CARD,PAYU,,2020-02-12 10,Indian Overseas Bank,2020021210
1,1,urbanclap,CARD,PAYTM,,2020-02-12 14,Indian Overseas Bank,2020021214
1,1,urbanclap,CARD,PAYTM,,2020-02-13 05,Indian Overseas Bank,2020021305
1,1,zivame,CARD,PAYU,,2020-02-13 17,Indian Overseas Bank,2020021317
2,1,drivezy,CARD,GOCASHFREE,,2020-02-13 18,Indian Overseas Bank,2020021318
1,1,zivame,CARD,HDFC,,2020-02-13 04,Indian Overseas Bank,2020021304
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 11,Indian Overseas Bank,2020021311
1,1,medlife_prod,CARD,TPSL,,2020-02-12 01,Indian Overseas Bank,2020021201
1,1,medlife_prod,CARD,TPSL,,2020-02-14 11,Indian Overseas Bank,2020021411
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 17,Indian Overseas Bank,2020021417
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 08,Indian Overseas Bank,2020021208
1,0,fanfight,CARD,GOCASHFREE,,2020-02-13 22,Indian Overseas Bank,2020021322
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 06,Indian Overseas Bank,2020021306
1,0,fanfight,CARD,GOCASHFREE,,2020-02-13 07,Indian Overseas Bank,2020021307
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 16,Indian Overseas Bank,2020021316
1,1,zivame,CARD,PAYU,,2020-02-13 18,Indian Overseas Bank,2020021318
1,1,purplle.com,CARD,PAYTM,,2020-02-13 15,Indian Overseas Bank,2020021315
1,1,medlife_prod,CARD,TPSL,,2020-02-13 10,Indian Overseas Bank,2020021310
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 13,Indian Overseas Bank,2020021213
2,1,medlife_prod,CARD,TPSL,,2020-02-12 05,Indian Overseas Bank,2020021205
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 07,Indian Overseas Bank,2020021407
1,1,urbanclap,CARD,PAYTM,,2020-02-14 01,Indian Overseas Bank,2020021401
1,1,urbanclap,CARD,PAYTM,,2020-02-14 14,Indian Overseas Bank,2020021414
5,3,fanfight,CARD,GOCASHFREE,,2020-02-14 06,Indian Overseas Bank,2020021406
1,1,urbanclap,CARD,PAYTM,,2020-02-14 13,Indian Overseas Bank,2020021413
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 08,Indian Overseas Bank,2020021308
2,0,medlife_prod,CARD,TPSL,,2020-02-14 05,Indian Overseas Bank,2020021405
1,1,zivame,CARD,PAYU,,2020-02-14 10,Indian Overseas Bank,2020021410
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 09,Indian Overseas Bank,2020021209
3,0,purplle.com,CARD,PAYTM,,2020-02-12 06,Indian Overseas Bank,2020021206
1,1,zivame,CARD,PAYU,,2020-02-12 13,Indian Overseas Bank,2020021213
2,2,countrydelight,CARD,PAYU,,2020-02-14 04,Indian Overseas Bank,2020021404
2,2,medlife_prod,CARD,TPSL,,2020-02-14 06,Indian Overseas Bank,2020021406
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 06,Indian Overseas Bank,2020021406
1,1,purplle.com,CARD,PAYTM,,2020-02-14 02,Indian Overseas Bank,2020021402
1,1,purplle.com,CARD,PAYTM,,2020-02-14 16,Indian Overseas Bank,2020021416
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 11,Indian Overseas Bank,2020021311
1,0,medlife_prod,CARD,TPSL,,2020-02-13 01,Indian Overseas Bank,2020021301
4,1,purplle.com,CARD,PAYTM,,2020-02-13 06,Indian Overseas Bank,2020021306
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 14,Indian Overseas Bank,2020021314
1,1,zivame,CARD,PAYU,,2020-02-12 14,Indian Overseas Bank,2020021214
2,2,countrydelight,CARD,PAYU,,2020-02-12 18,Indian Overseas Bank,2020021218
2,1,purplle.com,CARD,PAYTM,,2020-02-12 13,Indian Overseas Bank,2020021213
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 13,Indian Overseas Bank,2020021213
1,0,urbanclap,CARD,PAYTM,,2020-02-13 04,Indian Overseas Bank,2020021304
4,2,fanfight,CARD,GOCASHFREE,,2020-02-13 13,Indian Overseas Bank,2020021313
1,1,urbanclap,CARD,PAYTM,,2020-02-13 12,Indian Overseas Bank,2020021312
2,2,purplle.com,CARD,PAYTM,,2020-02-12 17,Indian Overseas Bank,2020021217
2,1,fanfight,CARD,GOCASHFREE,,2020-02-12 20,Indian Overseas Bank,2020021220
1,1,countrydelight,CARD,PAYU,,2020-02-13 07,Indian Overseas Bank,2020021307
1,0,urbanclap,CARD,PAYTM,,2020-02-13 15,Indian Overseas Bank,2020021315
2,2,zivame,CARD,FSS_ATM_PIN_V2,,2020-02-13 17,Indian Overseas Bank,2020021317
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 04,Indian Overseas Bank,2020021304
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 01,Indian Overseas Bank,2020021301
1,1,countrydelight,CARD,PAYU,,2020-02-13 18,Indian Overseas Bank,2020021318
1,1,zivame,CARD,HDFC,,2020-02-12 08,Indian Overseas Bank,2020021208
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 05,Indian Overseas Bank,2020021205
1,1,zivame,CARD,FSS_ATM_PIN_V2,,2020-02-14 11,Indian Overseas Bank,2020021411
1,1,zivame,CARD,PAYU,,2020-02-14 15,Indian Overseas Bank,2020021415
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 11,Indian Overseas Bank,2020021211
1,1,zivame,CARD,HDFC,,2020-02-13 19,Indian Overseas Bank,2020021319
1,1,purplle.com,CARD,PAYTM,,2020-02-14 13,Indian Overseas Bank,2020021413
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 14,Indian Overseas Bank,2020021414
1,0,pharmeasytech,CARD,PAYU,,2020-02-14 18,Indian Overseas Bank,2020021418
1,1,medlife_prod,CARD,TPSL,,2020-02-13 06,Indian Overseas Bank,2020021306
1,1,urbanclap,CARD,PAYTM,,2020-02-13 11,Indian Overseas Bank,2020021311
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 18,Indian Overseas Bank,2020021218
1,1,zivame,CARD,HDFC,,2020-02-13 16,Indian Overseas Bank,2020021316
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 06,Indian Overseas Bank,2020021306
1,1,countrydelight,CARD,PAYU,,2020-02-13 16,Indian Overseas Bank,2020021316
1,1,purplle.com,CARD,PAYTM,,2020-02-12 16,Indian Overseas Bank,2020021216
1,0,fanfight,CARD,GOCASHFREE,,2020-02-12 07,Indian Overseas Bank,2020021207
8,1,medlife_prod,CARD,TPSL,,2020-02-14 03,Punjab National Bank,2020021403
5,4,urbanclap,CARD,PAYTM,,2020-02-14 07,Punjab National Bank,2020021407
4,2,zivame,CARD,PAYU,,2020-02-14 12,Punjab National Bank,2020021412
2,2,zivame,CARD,PAYU,,2020-02-14 06,Punjab National Bank,2020021406
4,2,urbanclap,CARD,PAYTM,,2020-02-14 08,Punjab National Bank,2020021408
6,5,fanfight,CARD,GOCASHFREE,,2020-02-14 11,Punjab National Bank,2020021411
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 05,Punjab National Bank,2020021405
10,8,urbanclap,CARD,PAYTM,,2020-02-14 09,Punjab National Bank,2020021409
8,5,pharmeasytech,CARD,PAYU,,2020-02-14 02,Punjab National Bank,2020021402
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 17,Punjab National Bank,2020021417
4,3,pharmeasytech,CARD,PAYU,,2020-02-14 12,Punjab National Bank,2020021412
4,3,medlife_prod,CARD,TPSL,,2020-02-14 08,Punjab National Bank,2020021408
1,1,urbanclap,CARD,PAYTM,,2020-02-14 02,Punjab National Bank,2020021402
4,3,urbanclap,CARD,PAYTM,,2020-02-14 05,Punjab National Bank,2020021405
8,6,urbanclap,CARD,PAYTM,,2020-02-14 14,Punjab National Bank,2020021414
5,4,urbanclap,CARD,PAYTM,,2020-02-12 05,Punjab National Bank,2020021205
3,2,countrydelight,CARD,PAYU,,2020-02-12 13,Punjab National Bank,2020021213
7,5,medlife_prod,CARD,TPSL,,2020-02-12 08,Punjab National Bank,2020021208
30,21,fanfight,CARD,GOCASHFREE,,2020-02-12 15,Punjab National Bank,2020021215
2,0,zivame,CARD,PAYU,,2020-02-12 18,Punjab National Bank,2020021218
2,2,urbanclap,CARD,PAYTM,,2020-02-12 13,Punjab National Bank,2020021213
1,0,pharmeasytech,CARD,PAYU,,2020-02-14 08,Punjab National Bank,2020021408
2,1,purplle.com,CARD,PAYTM,,2020-02-14 10,Punjab National Bank,2020021410
2,1,fanfight,CARD,RAZORPAY,,2020-02-14 12,Punjab National Bank,2020021412
8,2,zivame,CARD,PAYU,,2020-02-14 07,Punjab National Bank,2020021407
2,0,urbanclap,CARD,PAYTM,,2020-02-14 21,Punjab National Bank,2020021421
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 18,Punjab National Bank,2020021418
3,2,medlife_prod,CARD,TPSL,,2020-02-14 13,Punjab National Bank,2020021413
2,2,countrydelight,CARD,PAYU,,2020-02-14 11,Punjab National Bank,2020021411
2,2,countrydelight,CARD,PAYU,,2020-02-14 05,Punjab National Bank,2020021405
3,3,countrydelight,CARD,PAYU,,2020-02-14 10,Punjab National Bank,2020021410
1,1,urbanclap,CARD,PAYTM,,2020-02-14 06,Punjab National Bank,2020021406
2,1,countrydelight,CARD,PAYU,,2020-02-14 07,Punjab National Bank,2020021407
1,1,countrydelight,CARD,PAYU,,2020-02-14 00,Punjab National Bank,2020021400
3,3,countrydelight,CARD,PAYU,,2020-02-14 17,Punjab National Bank,2020021417
1,0,pharmeasytech,CARD,PAYU,,2020-02-14 18,Punjab National Bank,2020021418
1,1,urbanclap,CARD,PAYTM,,2020-02-14 18,Punjab National Bank,2020021418
1,1,zivame,CARD,PAYU,,2020-02-14 03,Punjab National Bank,2020021403
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 07,Punjab National Bank,2020021407
2,0,medlife_prod,CARD,TPSL,,2020-02-13 11,Punjab National Bank,2020021311
5,5,purplle.com,CARD,PAYTM,,2020-02-13 06,Punjab National Bank,2020021306
5,5,pharmeasytech,CARD,PAYU,,2020-02-13 11,Punjab National Bank,2020021311
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 07,Punjab National Bank,2020021307
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 10,Punjab National Bank,2020021310
2,2,zivame,CARD,PAYU,,2020-02-13 10,Punjab National Bank,2020021310
4,3,urbanclap,CARD,PAYTM,,2020-02-13 10,Punjab National Bank,2020021310
4,4,pharmeasytech,CARD,PAYU,,2020-02-13 15,Punjab National Bank,2020021315
1,1,zivame,CARD,IPG,,2020-02-13 17,Punjab National Bank,2020021317
8,3,fanfight,CARD,GOCASHFREE,,2020-02-13 14,Punjab National Bank,2020021314
4,1,zivame,CARD,PAYU,,2020-02-14 09,Punjab National Bank,2020021409
3,2,medlife_prod,CARD,TPSL,,2020-02-14 02,Punjab National Bank,2020021402
3,2,urbanclap,CARD,PAYTM,,2020-02-14 13,Punjab National Bank,2020021413
3,3,zivame,CARD,PAYU,,2020-02-14 18,Punjab National Bank,2020021418
2,1,fanfight,CARD,GOCASHFREE,,2020-02-12 00,Punjab National Bank,2020021200
4,3,pharmeasytech,CARD,PAYU,,2020-02-12 09,Punjab National Bank,2020021209
3,2,pharmeasytech,CARD,PAYU,,2020-02-12 06,Punjab National Bank,2020021206
5,3,fanfight,CARD,GOCASHFREE,,2020-02-12 08,Punjab National Bank,2020021208
2,2,countrydelight,CARD,PAYU,,2020-02-12 02,Punjab National Bank,2020021202
2,2,drivezy,CARD,GOCASHFREE,,2020-02-12 06,Punjab National Bank,2020021206
8,5,fanfight,CARD,GOCASHFREE,,2020-02-12 02,Punjab National Bank,2020021202
5,4,fanfight,CARD,GOCASHFREE,,2020-02-12 14,Punjab National Bank,2020021214
4,4,pharmeasytech,CARD,PAYU,,2020-02-12 16,Punjab National Bank,2020021216
4,2,zivame,CARD,PAYU,,2020-02-12 15,Punjab National Bank,2020021215
1,1,urbanclap,CARD,PAYTM,,2020-02-12 16,Punjab National Bank,2020021216
5,4,urbanclap,CARD,PAYTM,,2020-02-12 11,Punjab National Bank,2020021211
1,1,zivame,CARD,PAYU,,2020-02-12 09,Punjab National Bank,2020021209
1,1,zivame,CARD,PAYU,,2020-02-12 10,Punjab National Bank,2020021210
5,4,pharmeasytech,CARD,PAYU,,2020-02-12 10,Punjab National Bank,2020021210
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 21,Punjab National Bank,2020021221
1,1,zivame,CARD,HDFC,,2020-02-14 09,Punjab National Bank,2020021409
3,1,fanfight,CARD,GOCASHFREE,,2020-02-14 09,Punjab National Bank,2020021409
1,0,zivame,CARD,HDFC,,2020-02-14 12,Punjab National Bank,2020021412
1,1,medlife_prod,CARD,TPSL,,2020-02-14 07,Punjab National Bank,2020021407
2,2,zivame,CARD,HDFC,,2020-02-14 10,Punjab National Bank,2020021410
2,1,urbanclap,CARD,PAYTM,,2020-02-13 04,Punjab National Bank,2020021304
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 02,Punjab National Bank,2020021302
4,3,countrydelight,CARD,PAYU,,2020-02-13 05,Punjab National Bank,2020021305
1,0,medlife_prod,CARD,TPSL,,2020-02-13 13,Punjab National Bank,2020021313
2,1,medlife_prod,CARD,TPSL,,2020-02-13 17,Punjab National Bank,2020021317
2,1,zivame,CARD,HDFC,,2020-02-13 15,Punjab National Bank,2020021315
4,3,pharmeasytech,CARD,PAYU,,2020-02-13 13,Punjab National Bank,2020021313
4,4,urbanclap,CARD,PAYTM,,2020-02-13 15,Punjab National Bank,2020021315
3,2,purplle.com,CARD,PAYTM,,2020-02-13 17,Punjab National Bank,2020021317
7,1,zivame,CARD,PAYU,,2020-02-12 11,Punjab National Bank,2020021211
3,3,zivame,CARD,PAYU,,2020-02-12 12,Punjab National Bank,2020021212
2,1,urbanclap,CARD,PAYTM,,2020-02-12 12,Punjab National Bank,2020021212
2,1,pharmeasytech,CARD,PAYU,,2020-02-12 01,Punjab National Bank,2020021201
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 08,Punjab National Bank,2020021208
2,2,medlife_prod,CARD,TPSL,,2020-02-13 08,Punjab National Bank,2020021308
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 16,Punjab National Bank,2020021316
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 16,Punjab National Bank,2020021316
2,1,purplle.com,CARD,PAYTM,,2020-02-13 20,Punjab National Bank,2020021320
2,2,urbanclap,CARD,PAYTM,,2020-02-12 10,Punjab National Bank,2020021210
3,1,purplle.com,CARD,PAYTM,,2020-02-12 19,Punjab National Bank,2020021219
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 01,Punjab National Bank,2020021201
1,1,urbanclap,CARD,PAYTM,,2020-02-12 20,Punjab National Bank,2020021220
2,2,zivame,CARD,PAYU,,2020-02-13 11,Punjab National Bank,2020021311
2,2,purplle.com,CARD,PAYTM,,2020-02-13 12,Punjab National Bank,2020021312
2,1,medlife_prod,CARD,TPSL,,2020-02-13 14,Punjab National Bank,2020021314
3,2,zivame,CARD,HDFC,,2020-02-13 17,Punjab National Bank,2020021317
4,2,purplle.com,CARD,PAYTM,,2020-02-13 04,Punjab National Bank,2020021304
4,2,purplle.com,CARD,PAYTM,,2020-02-13 11,Punjab National Bank,2020021311
3,1,pharmeasytech,CARD,PAYU,,2020-02-13 12,Punjab National Bank,2020021312
2,2,zivame,CARD,PAYU,,2020-02-13 08,Punjab National Bank,2020021308
2,1,countrydelight,CARD,PAYU,,2020-02-13 16,Punjab National Bank,2020021316
1,0,zivame,CARD,HDFC,,2020-02-13 19,Punjab National Bank,2020021319
3,3,fanfight,CARD,GOCASHFREE,,2020-02-12 10,Punjab National Bank,2020021210
1,1,countrydelight,CARD,PAYU,,2020-02-12 06,Punjab National Bank,2020021206
1,1,medlife_prod,CARD,TPSL,,2020-02-14 11,Punjab National Bank,2020021411
1,0,zivame,CARD,HDFC,,2020-02-14 18,Punjab National Bank,2020021418
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 15,Punjab National Bank,2020021415
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 05,Punjab National Bank,2020021205
2,2,zivame,CARD,PAYU,,2020-02-13 09,Punjab National Bank,2020021309
1,1,zivame,CARD,PAYU,,2020-02-13 04,Punjab National Bank,2020021304
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 07,Punjab National Bank,2020021307
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 06,Punjab National Bank,2020021306
1,0,purplle.com,CARD,PAYTM,,2020-02-13 05,Punjab National Bank,2020021305
1,1,urbanclap,CARD,PAYTM,,2020-02-13 09,Punjab National Bank,2020021309
2,0,zivame,CARD,PAYU,,2020-02-13 16,Punjab National Bank,2020021316
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 14,Punjab National Bank,2020021314
2,2,countrydelight,CARD,PAYU,,2020-02-13 14,Punjab National Bank,2020021314
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 04,Punjab National Bank,2020021404
1,1,medlife_prod,CARD,TPSL,,2020-02-13 04,Punjab National Bank,2020021304
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 14,Punjab National Bank,2020021314
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 01,Punjab National Bank,2020021301
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 06,Punjab National Bank,2020021206
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 17,Punjab National Bank,2020021217
1,1,countrydelight,CARD,PAYU,,2020-02-13 04,Punjab National Bank,2020021304
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 09,Punjab National Bank,2020021309
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 00,Punjab National Bank,2020021300
1,1,urbanclap,CARD,PAYTM,,2020-02-12 04,Punjab National Bank,2020021204
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 10,Punjab National Bank,2020021410
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 05,Punjab National Bank,2020021405
1,1,medlife_prod,CARD,TPSL,,2020-02-12 05,Punjab National Bank,2020021205
5,3,zivame,CARD,PAYU,,2020-02-14 08,Punjab National Bank,2020021408
4,1,medlife_prod,CARD,TPSL,,2020-02-14 12,Punjab National Bank,2020021412
5,5,fanfight,CARD,GOCASHFREE,,2020-02-14 03,Punjab National Bank,2020021403
4,3,purplle.com,CARD,PAYTM,,2020-02-14 15,Punjab National Bank,2020021415
22,12,fanfight,CARD,GOCASHFREE,,2020-02-14 15,Punjab National Bank,2020021415
13,7,zivame,CARD,PAYU,,2020-02-14 17,Punjab National Bank,2020021417
3,3,fanfight,CARD,GOCASHFREE,,2020-02-14 05,Punjab National Bank,2020021405
8,4,medlife_prod,CARD,TPSL,,2020-02-14 06,Punjab National Bank,2020021406
4,4,fanfight,CARD,RAZORPAY,,2020-02-14 06,Punjab National Bank,2020021406
5,5,fanfight,CARD,GOCASHFREE,,2020-02-14 06,Punjab National Bank,2020021406
6,3,fanfight,CARD,GOCASHFREE,,2020-02-12 13,Punjab National Bank,2020021213
2,1,fanfight,CARD,GOCASHFREE,,2020-02-12 07,Punjab National Bank,2020021207
5,5,pharmeasytech,CARD,PAYU,,2020-02-12 04,Punjab National Bank,2020021204
4,3,pharmeasytech,CARD,PAYU,,2020-02-12 11,Punjab National Bank,2020021211
1,0,zivame,CARD,HDFC,,2020-02-12 11,Punjab National Bank,2020021211
2,2,medlife_prod,CARD,TPSL,,2020-02-12 15,Punjab National Bank,2020021215
5,4,purplle.com,CARD,PAYTM,,2020-02-12 15,Punjab National Bank,2020021215
5,4,purplle.com,CARD,PAYTM,,2020-02-12 16,Punjab National Bank,2020021216
3,2,pharmeasytech,CARD,PAYU,,2020-02-14 03,Punjab National Bank,2020021403
5,2,medlife_prod,CARD,TPSL,,2020-02-14 16,Punjab National Bank,2020021416
